sector,region,size,multiestablishment_firm,legal_status,percentage_ownership,owner_manager,number_companies_owned,private_foreing_companies,government_company,other_company,female_owner,family_ownership,ceo_politician,support_group,fte_started,manager_experience,top_manager_female,age_top_manager,education_top_manager,citizenship_top_manager,multinational_exp_top_manager,quality_certification,electrical_connection,power_outages,own_generator,application_water_connection,website,percentage_sales_main_product,sales,direct_sales,direct_sales_phone,direct_sales_online,direct_sales_other,national_sales,indirect_exports,direct_exports,losses_theft_products,domestic_supplies,foreign_supplies,formal_planning,taxes_prevent_growth,labor_reg_prevent_growth,market_demand_prevent_growth,kpis,production_targets,performance_bonus,main_market,competitors,foreign_technology,informal_competitors,product_innovation,product_inn_market,process_innovation,r&d,r&d_intensity,closing_covid,own_building,own_land,construction_permit,security,losses_fraudulent_transactions,internal_funds_workingcapital,bank_loans_workingcapital,other_loans_workingcapital,suppliers_customers_workingcapital,other_source_workingcapital,fixed_assets,savings_account,overdraft_facility,credit_line,outstanding_personal_loans,application_loans,certified_fin_statements,manager_timespent_regulations,tax_inspection,online_tax_payment,government_contract,percentage_informal_payments,import_lic,operating_licence,public_support,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_safety_pos,j30_health_pos,j30_environment_pos,permanent_fte,permanent_fte_lastyear,EUl2_language_pos,EUl2_interpersonal_pos,EUl2_probsolve_pos,EUl2_manage_pos,EUl2_comp_pos,EUl2_math_pos,EUl2_tech_pos,temporal_workers,training,vacancies,EUl8_language_pos,EUl8_interpersonal_pos,EUl8_probsolve_pos,EUl8_manage_pos,EUl8_comp_pos,EUl8_math_pos,EUl8_tech_pos,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,labor,cost_elctricity,weeks_remain_open,machinery_value,age,exp,innovation
Manufacturing,South Netherlands,Small,0,Sole proprietorship,100,1,1,0,0,0,0,100,0,0,1,23,0,48,1,1,0,0,0,0,0,0,1,100,574000.0,15,70,15,0,95,0,5,0,100,0,0,0,0,0,0,0,0,National,5500.0,0,0,1,1,1,0,0.0,0,0,0,0,1,0,90,0,10,0,0,1,1,0,0,1,0,0,3,0,1,0,0.0,0,0,1,7,5,3,8,9,6,4,1,2,5,4,7,5,3,1,2,6,4,0,0,0,7,5,3,1,2,6,4,10,14,3,15,13,6,11,12,2,8,4,7,9,5,1,176000,6000,52.0,484000.0,35.0,1,1
Manufacturing,East Netherlands,Small,0,Sole proprietorship,100,1,1,0,0,0,0,100,0,0,2,17,0,38,2,1,0,0,0,0,0,0,1,100,340000.0,5,85,10,0,98,0,2,0,100,0,1,0,0,0,0,0,0,National,5500.0,0,1,1,0,1,0,0.0,0,50,100,1,1,0,100,0,0,0,0,1,1,0,0,0,1,0,3,0,1,0,0.0,0,0,1,9,2,5,4,1,7,6,3,8,3,2,3,2,5,4,1,7,6,2,1,1,3,2,5,4,1,7,6,9,2,11,12,8,14,6,3,15,5,1,13,4,7,10,100000,6000,12.0,110000.0,86.0,1,1
Manufacturing,South Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,7,15,0,40,1,1,0,0,0,0,0,0,1,95,1028000.0,5,90,5,0,75,0,25,0,95,5,0,0,0,0,0,1,0,National,6.0,0,0,1,0,1,0,0.0,0,0,6,0,1,0,40,0,0,60,0,1,1,1,1,0,0,1,3,0,0,0,0.0,0,0,1,5,7,2,1,8,9,3,6,4,5,6,5,7,2,1,6,4,3,0,0,0,5,7,2,1,6,4,3,5,1,14,3,12,9,13,6,11,7,4,8,15,2,10,500000,40000,10.0,25000.0,41.0,1,1
Manufacturing,East Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,0,0,1,2,30,0,50,1,1,1,0,0,1,0,0,1,70,1800000.0,60,20,20,0,100,0,0,0,70,30,1,1,0,1,0,0,0,Local,20.0,0,0,1,1,1,0,0.0,0,0,0,0,1,0,0,100,0,0,0,1,1,1,1,1,0,1,5,0,1,1,0.0,0,0,1,7,8,6,1,4,3,5,2,9,14,15,7,4,6,1,2,3,5,0,1,0,7,4,6,1,2,3,5,13,8,6,1,10,15,12,14,11,4,9,5,7,2,3,528000,14000,2.0,150000.0,26.0,0,1
Manufacturing,North Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,1,1,0,45,0,1,0,1,1,0,0,1,1,90,5900000.0,20,10,70,0,100,0,0,0,30,70,1,1,1,0,0,1,0,National,230.0,0,0,0,0,0,0,0.0,1,80,80,1,1,1,0,60,40,0,0,1,1,1,1,0,1,1,10,0,1,0,0.0,0,0,0,2,1,6,3,7,4,9,5,8,32,21,7,1,6,3,5,4,2,0,0,1,7,1,6,3,5,4,2,2,1,6,12,14,4,10,11,8,9,15,13,3,7,5,1140000,23600,28.0,2000032.0,22.0,0,0
Manufacturing,North Netherlands,Small,0,Partnership,100,1,1,0,0,0,0,100,0,1,2,30,0,54,2,1,0,0,0,0,0,0,1,70,920000.0,95,0,5,0,100,0,0,0,0,100,0,0,0,0,0,0,0,National,7.0,1,0,1,0,1,1,0.0,0,100,10,0,1,0,100,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0.0,0,0,1,8,6,1,3,2,5,9,7,4,6,9,3,6,7,1,2,5,4,2,0,0,3,6,7,1,2,5,4,13,6,11,10,1,12,14,7,15,2,3,5,8,9,4,235000,8000,18.0,200000.0,29.0,0,1
Manufacturing,North Netherlands,Small,0,Partnership,40,1,1,0,0,0,1,100,0,1,2,44,0,57,1,1,1,0,1,1,0,0,1,90,485000.0,10,90,0,0,40,60,0,0,0,100,1,0,1,1,1,1,0,National,8.0,1,0,1,1,1,0,0.0,0,100,100,0,1,1,30,30,0,40,0,1,1,1,1,1,1,0,2,0,1,0,0.0,0,0,1,8,5,1,2,6,4,7,3,9,8,5,1,3,5,2,6,4,7,0,0,1,1,3,5,2,6,4,7,8,11,1,15,14,5,7,12,9,4,13,3,10,6,2,135000,10000,12.0,750000.0,22.0,1,1
Manufacturing,South Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,2,25,0,47,1,1,0,0,0,0,0,0,1,80,1063000.0,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,1,0,National,5.0,0,1,0,0,0,0,0.0,0,100,100,0,0,0,0,0,0,100,0,1,1,1,1,0,1,1,1,0,1,0,0.0,0,0,0,2,3,5,1,6,7,4,8,9,5,5,2,3,4,5,6,1,7,2,1,1,2,3,4,5,6,1,7,2,12,11,1,6,7,15,14,9,4,13,3,5,8,10,200000,5000,24.0,250000.0,12.0,0,0
Manufacturing,East Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,99,1,1,0,0,0,1,100,0,1,1,40,0,53,1,1,0,1,0,1,0,0,1,90,1100000.0,0,100,0,0,95,5,0,0,0,100,0,0,1,0,0,0,0,National,5.0,0,0,0,0,0,0,0.0,0,100,100,1,1,0,100,0,0,0,0,1,1,1,0,0,0,0,5,0,1,0,0.0,0,0,1,3,7,5,1,9,4,8,2,6,6,5,3,2,7,1,6,4,5,0,1,0,3,2,7,1,6,4,5,14,1,5,7,12,4,8,11,13,10,2,9,15,3,6,250000,6000,13.0,100000.0,19.0,1,0
Manufacturing,North Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,1,100,0,1,1,25,1,45,1,1,0,0,0,0,0,0,1,95,532779.0,96,0,4,0,100,0,0,0,0,100,0,0,0,1,0,0,0,National,5.0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,30,10,0,60,0,0,1,1,0,0,0,1,0,0,1,0,0.0,0,0,1,3,9,8,6,2,1,4,7,5,5,5,1,2,3,5,6,7,4,0,0,0,1,2,3,5,6,7,4,12,9,8,6,10,14,1,13,11,4,5,3,7,15,2,193746,7947,4.0,580000.0,42.0,0,0
Other services,West Netherlands,Small,0,Partnership,50,1,1,0,0,0,0,0,0,1,3,32,0,55,1,1,1,0,0,0,0,0,1,70,1200000.0,70,5,5,20,100,0,0,0,80,20,1,0,0,0,0,0,1,National,10.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,100,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0.0,0,0,0,9,3,6,7,1,8,5,2,4,5,5,3,2,6,7,1,4,5,3,1,1,3,2,6,7,1,4,5,9,12,6,11,10,8,14,2,4,13,15,7,3,5,1,300000,5500,50.0,0.0,24.0,0,0
Other services,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,50,0,1,4,35,0,64,2,1,1,0,0,0,0,0,1,75,650000.0,0,0,0,100,100,0,0,0,60,40,1,0,0,1,1,0,0,National,4.0,0,0,0,0,0,0,0.0,0,100,100,0,1,0,0,100,0,0,0,1,1,1,1,0,0,1,5,0,1,0,0.0,0,0,0,4,7,2,3,8,9,1,6,5,6,6,4,1,2,3,6,7,5,0,1,0,4,1,2,3,6,7,5,14,7,12,3,8,9,1,6,13,11,10,15,5,4,2,250000,6000,12.0,0.0,21.0,0,0
Manufacturing,South Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,0,0,1,3,22,0,49,2,1,1,0,0,0,0,0,1,85,1155000.0,2,60,3,35,35,50,15,0,100,0,0,0,0,1,1,1,0,National,4.0,0,0,1,1,1,1,75000.0,0,0,0,0,1,0,72,10,0,8,10,0,1,1,1,0,0,1,6,0,1,0,0.0,0,0,0,8,3,6,9,1,5,4,7,2,5,5,7,3,4,6,1,5,2,0,0,1,7,3,4,6,1,5,2,8,12,6,9,11,5,1,10,13,4,15,14,2,3,7,350000,4000,6.0,120000.0,26.0,1,1
Manufacturing,South Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,95,0,1,95,0,0,1,1,0,1,1,15,0,49,3,0,1,0,1,0,0,0,1,70,6000000.0,100,0,0,0,40,0,60,0,0,100,1,1,0,0,1,1,1,International,0.0,1,0,1,1,1,1,100000.0,1,0,0,1,1,0,0,0,0,0,100,0,1,0,0,0,1,1,5,0,1,1,0.0,0,0,1,2,1,5,9,3,4,8,6,7,8,1,1,6,5,7,3,4,2,14,0,0,1,6,5,7,3,4,2,2,12,5,14,3,1,15,13,11,4,7,8,6,9,10,649429,20000,0.0,600000.0,3.0,1,1
Retail services,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,1,35,0,51,1,1,0,0,0,0,1,0,1,50,2300000.0,50,40,10,0,100,0,0,0,10,90,1,0,1,0,0,1,0,Local,4.0,1,0,1,1,1,0,0.0,0,0,0,0,1,0,20,0,0,30,50,1,1,0,0,0,0,0,3,0,1,0,0.0,0,0,0,5,3,8,9,7,4,6,2,1,7,5,5,1,3,2,7,4,6,0,0,1,5,1,3,2,7,4,6,5,12,13,14,11,4,6,2,1,15,7,10,8,9,3,210000,10000,0.0,0.0,25.0,0,1
Other services,East Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,0,0,1,4,19,0,42,2,1,1,0,0,0,0,0,1,70,6200000.0,100,0,0,0,98,2,0,0,0,100,1,0,1,0,1,1,0,National,8.0,1,0,1,1,1,0,0.0,0,0,0,0,1,0,100,0,0,0,0,0,1,1,0,0,0,1,5,0,1,1,0.0,0,0,0,9,2,7,3,8,1,5,6,4,15,17,4,2,7,3,6,1,5,0,1,1,4,2,7,3,6,1,5,9,11,13,10,8,1,5,12,14,3,2,6,7,15,4,1100000,6464,0.0,0.0,33.0,1,1
Other services,South Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,25,1,1,0,0,0,1,75,0,1,5,20,0,50,1,1,1,1,0,0,0,0,1,90,1242000.0,0,80,2,18,99,1,0,0,78,22,0,0,0,0,1,1,0,National,5.0,0,0,1,0,1,0,0.0,0,0,0,0,1,1,100,0,0,0,0,1,1,0,0,0,0,0,5,1,1,0,0.0,0,0,0,9,1,6,7,4,2,8,5,3,8,7,3,1,6,7,4,2,5,0,1,1,3,1,6,7,4,2,5,9,1,4,11,10,15,8,13,12,7,6,14,5,3,2,400000,0,0.0,0.0,10.0,1,1
Manufacturing,South Netherlands,Small,0,Sole proprietorship,100,1,1,0,0,100,0,100,0,1,1,40,0,64,2,1,1,0,0,1,0,0,1,90,367000.0,90,10,0,0,100,0,0,0,75,25,0,0,0,0,0,0,0,National,5500.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,20,0,80,0,0,1,1,0,0,0,0,1,0,1,0,0.0,0,0,0,8,3,1,7,4,6,5,9,2,1,1,3,2,1,7,4,6,5,0,0,0,3,2,1,7,4,6,5,8,12,14,7,4,6,11,13,2,9,5,3,10,15,1,159000,2400,4.0,120000.0,26.0,0,0
Manufacturing,South Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,0,10,0,55,2,1,1,1,0,0,0,0,1,50,1373000.0,100,0,0,0,60,35,5,0,80,20,1,1,1,0,1,1,1,National,10.0,0,0,1,1,1,1,0.0,0,0,0,0,1,0,0,90,0,0,10,0,1,1,1,1,0,1,1,0,1,0,0.0,0,0,1,9,5,2,1,4,6,7,8,3,13,13,5,1,2,3,4,6,7,2,1,1,5,1,2,3,4,6,7,9,5,14,11,4,15,7,8,3,6,12,13,1,2,10,636000,9600,6.0,200000.0,41.0,1,1
Other services,West Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,0,3,0,0,0,0,0,0,1,1,10,0,50,1,1,0,0,0,0,0,0,1,100,514000.0,0,20,0,80,100,0,0,0,100,0,1,1,0,0,0,0,0,National,5500.0,0,1,1,0,1,0,0.0,0,0,0,0,1,0,50,0,0,50,0,0,1,0,0,0,0,1,1,0,1,0,0.0,0,0,1,9,2,8,3,5,4,6,7,1,2,6,1,2,7,3,5,4,6,3,0,1,1,2,7,3,5,4,6,1,2,8,13,11,15,6,12,14,9,5,7,10,3,4,170000,0,10.0,0.0,8.0,0,1
Retail services,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,1,100,0,1,1,34,0,59,3,0,0,1,0,0,0,0,1,60,1900000.0,0,0,0,100,100,0,0,1,50,50,1,0,1,0,0,1,1,National,2.0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,90,0,0,10,0,0,1,1,0,0,0,1,5,0,1,0,0.0,0,0,0,8,1,9,3,6,7,4,2,5,2,2,2,1,5,3,6,7,4,6,1,1,2,1,5,3,6,7,4,8,5,13,3,15,7,14,12,10,11,9,2,1,4,6,300000,3600,13.0,0.0,24.0,0,0
Manufacturing,East Netherlands,Small,0,Partnership,50,1,1,0,0,0,1,100,0,1,2,12,0,35,1,1,0,0,0,1,0,0,1,85,477000.0,0,0,0,100,6,0,94,0,25,75,0,1,0,1,0,0,0,Local,2.0,0,0,1,0,1,0,0.0,0,100,100,0,0,0,100,0,0,0,0,0,1,1,0,1,0,1,5,0,1,1,0.0,0,0,0,9,4,6,1,3,5,2,8,7,4,3,2,4,6,7,3,5,1,1,0,1,2,4,6,7,3,5,1,15,10,12,1,3,14,2,11,7,4,13,6,8,5,9,118000,4750,8.0,0.0,13.0,1,1
Other services,East Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,85,1,1,0,0,0,1,100,0,1,2,10,0,32,1,1,0,1,0,0,0,0,1,95,1560000.0,0,0,0,100,80,20,0,0,100,0,0,0,0,0,1,0,0,National,4.0,1,0,1,0,1,0,0.0,0,0,0,0,1,0,100,0,0,0,0,1,1,1,0,0,0,1,5,0,1,0,0.0,0,0,1,4,8,5,9,3,1,2,7,6,9,9,4,1,5,6,3,7,2,0,1,0,4,1,5,6,3,7,2,11,14,4,1,10,15,2,12,6,5,13,7,9,8,3,400000,0,4.0,0.0,25.0,1,1
Other services,West Netherlands,Small,0,Partnership,100,1,1,0,0,0,1,100,0,1,2,31,0,47,1,1,0,0,0,0,1,0,0,100,735786.0,0,100,0,0,100,0,0,0,100,0,1,1,0,1,0,1,0,National,5500.0,0,0,0,0,0,0,0.0,0,100,100,0,1,0,100,0,0,0,0,0,1,1,1,0,0,1,5,0,1,0,0.0,0,1,0,9,3,8,7,4,1,6,5,2,5,5,4,3,5,7,1,2,6,1,1,0,4,3,5,7,1,2,6,13,14,8,7,12,1,11,5,2,3,6,15,9,10,4,156774,0,16.0,0.0,22.0,0,0
Other services,North Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,30,0,12,0,0,0,0,15,0,1,4,28,0,53,1,1,0,0,0,0,0,0,1,90,11786000.0,80,20,0,0,100,0,0,0,100,0,1,0,0,0,0,1,0,National,5500.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,65,0,0,35,0,1,1,1,0,0,0,10,0,1,0,0.0,0,0,1,8,4,7,6,3,5,2,1,9,5,4,1,4,7,6,3,5,2,0,0,1,1,4,7,6,3,5,2,15,6,7,8,14,5,11,12,9,4,2,13,3,10,1,345000,0,26.0,0.0,3.0,0,0
Other services,North Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,1,100,0,1,1,21,0,38,1,1,0,0,0,0,0,0,1,70,1000000.0,100,0,0,0,90,10,0,0,100,0,1,1,1,0,1,0,0,Local,5500.0,0,0,0,0,0,1,450.0,0,100,100,0,1,1,100,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0.0,0,0,0,5,6,9,1,2,3,7,8,4,5,4,5,6,4,1,2,3,7,0,1,1,5,6,4,1,2,3,7,5,15,11,9,2,14,1,8,4,7,12,13,10,3,6,165000,5000,15.0,0.0,24.0,1,0
Other services,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,50,1,1,0,0,0,0,100,0,1,2,22,0,44,1,1,0,0,0,0,0,0,1,100,3400000.0,50,30,20,0,0,0,100,0,50,50,0,0,0,1,0,0,0,International,3.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,100,0,0,0,0,1,1,1,0,0,0,0,5,0,1,0,0.0,0,0,1,6,7,5,9,1,4,3,2,8,7,7,6,7,5,2,1,4,3,0,0,0,6,7,5,2,1,4,3,13,14,5,12,4,10,3,2,11,15,8,9,1,7,6,280000,5500,0.0,0.0,22.0,1,0
Other services,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,0,0,1,3,3,0,43,2,1,1,0,0,0,0,0,1,100,20000000.0,0,100,0,0,0,0,100,0,50,50,0,0,0,0,1,1,1,International,10.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,20,20,0,60,0,0,1,1,1,0,0,1,0,0,1,0,0.0,0,0,0,9,7,3,2,4,5,8,1,6,1,2,6,7,3,2,4,5,1,4,0,1,6,7,3,2,4,5,1,15,7,9,13,4,14,11,1,6,3,12,8,2,10,5,300000,10000,12.0,0.0,32.0,1,0
Manufacturing,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,60,1,4,0,0,0,1,0,0,1,5,12,0,52,3,1,1,1,0,0,0,0,1,100,7000000.0,0,0,0,100,80,0,20,1,0,100,1,1,1,0,1,1,0,National,3.0,1,1,1,1,1,0,0.0,1,0,0,0,1,0,100,0,0,0,0,1,1,0,0,0,0,1,10,0,1,0,0.0,0,0,1,3,7,1,2,4,5,9,6,8,26,23,7,6,1,2,4,5,3,6,1,1,7,6,1,2,4,5,3,3,12,13,2,4,5,11,14,8,1,9,7,10,15,6,1500000,50000,18.0,3000000.0,11.0,1,1
Retail services,West Netherlands,Medium,1,Partnership,100,1,2,0,0,0,1,100,0,1,4,25,0,55,1,1,0,0,0,1,0,0,1,100,300000.0,90,5,5,0,100,0,0,0,70,30,0,0,1,1,1,1,0,Local,5500.0,0,0,1,1,1,0,0.0,0,100,100,0,1,1,60,15,0,10,15,0,1,0,1,0,0,1,0,0,1,0,1.0,0,0,1,5,6,2,7,9,4,1,3,8,4,4,7,4,2,6,5,3,1,0,0,1,7,4,2,6,5,3,1,14,13,2,7,11,4,12,3,10,8,9,1,6,15,5,90000,5000,4.0,0.0,8.0,0,1
Retail services,North Netherlands,Small,0,Partnership,100,1,1,0,0,0,1,100,0,1,0,25,0,62,1,1,1,1,0,0,0,0,1,100,500000.0,100,0,0,0,100,0,0,0,90,10,0,0,0,1,0,1,0,Local,0.0,0,0,1,0,1,0,0.0,0,0,0,0,1,0,100,0,0,0,0,0,1,1,0,0,0,1,3,0,1,0,0.0,0,0,0,3,9,8,7,4,1,5,6,2,2,2,3,2,6,7,4,1,5,6,0,0,3,2,6,7,4,1,5,3,12,7,8,14,13,15,6,11,10,2,9,1,4,5,130000,9500,1.0,0.0,35.0,0,1
Retail services,East Netherlands,Small,0,Sole proprietorship,100,1,1,0,0,0,0,100,0,1,6,43,0,63,1,1,0,0,0,0,0,0,0,100,850000.0,100,0,0,0,100,0,0,0,80,20,0,1,0,0,0,1,0,National,5500.0,0,0,0,0,0,0,0.0,0,100,100,0,0,0,65,0,0,35,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,8,4,6,9,5,2,3,7,3,3,7,3,4,6,2,5,1,0,0,1,7,3,4,6,2,5,1,2,1,4,14,13,5,11,12,7,15,10,3,9,6,8,70000,6500,9.0,0.0,28.0,0,0
Retail services,East Netherlands,Small,0,Partnership,34,1,1,0,0,0,1,100,0,1,3,35,0,52,2,1,1,0,0,1,0,0,1,98,650000.0,92,8,0,0,100,0,0,0,40,60,0,0,0,0,0,0,0,Local,8.0,0,0,1,0,1,0,0.0,0,100,0,1,1,0,100,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0.0,0,1,0,9,1,7,3,8,5,6,4,2,4,4,2,1,7,3,4,5,6,5,0,0,2,1,7,3,4,5,6,9,6,14,13,8,5,12,4,15,11,7,10,3,1,2,100000,3000,8.0,0.0,7.0,0,1
Retail services,North Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,1,100,0,1,1,5,0,47,1,1,1,1,0,0,1,0,1,100,50000.0,0,0,100,0,98,0,2,0,98,2,1,1,0,0,0,0,0,National,4.0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,100,1,1,0,1,0,0,1,2,1,1,0,0.0,0,0,0,3,2,8,5,7,9,4,6,1,5,2,3,2,1,5,7,6,4,0,1,1,3,2,1,5,7,6,4,3,14,8,5,13,1,11,6,12,15,10,4,7,2,9,15000,0,2.0,0.0,5.0,1,0
Manufacturing,North Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,1,100,1,1,1,36,0,51,1,1,1,0,0,0,0,0,1,45,1500000.0,100,0,0,0,100,0,0,0,100,0,1,0,1,0,0,1,0,Local,2.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,65,35,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0.0,0,0,0,1,4,8,6,2,3,5,7,9,9,10,6,4,7,1,2,3,5,0,0,0,6,4,7,1,2,3,5,1,4,11,15,14,3,5,7,9,12,13,8,10,2,6,801000,25000,0.0,800000.0,109.0,0,0
Retail services,West Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,80,1,1,0,0,0,0,100,0,1,0,30,0,50,2,1,0,1,1,0,0,0,1,100,82500000.0,0,0,0,100,100,0,0,0,5,95,0,0,0,1,1,0,0,National,8.0,0,0,1,1,1,0,0.0,0,0,0,0,1,1,90,0,0,10,0,1,1,0,0,0,0,1,5,1,1,1,0.0,0,0,1,2,1,3,4,8,6,7,9,5,6,3,2,5,3,4,1,6,7,6,0,1,2,5,3,4,1,6,7,12,3,10,15,14,13,7,9,11,2,5,1,6,8,4,616000,70000,8.0,0.0,24.0,0,1
Retail services,South Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,2,24,0,38,2,1,0,0,0,0,0,0,1,100,1077000.0,90,0,10,0,100,0,0,0,0,100,1,0,0,0,0,1,0,National,10.0,1,0,1,1,1,0,0.0,0,0,0,0,1,0,0,70,0,0,30,0,1,1,1,0,1,0,0,0,1,0,0.0,0,0,0,3,8,9,1,2,5,4,7,6,5,6,7,6,3,1,2,5,4,3,1,1,7,6,3,1,2,5,4,11,10,9,1,13,5,4,7,6,15,12,3,14,2,8,200000,5000,8.0,0.0,25.0,0,1
Retail services,East Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,1,100,0,1,3,45,1,58,2,1,0,0,0,0,0,0,1,100,852134.0,100,0,0,0,100,0,0,0,0,100,1,1,1,0,1,1,0,Local,5500.0,0,0,1,1,1,0,0.0,1,100,100,0,1,1,100,0,0,0,0,0,1,0,0,0,0,0,5,1,1,0,0.0,0,0,1,4,7,3,1,2,8,5,9,6,4,5,4,7,3,1,2,6,5,2,0,1,4,7,3,1,2,6,5,15,7,3,1,13,10,5,9,6,11,12,8,14,2,4,132596,10000,7.0,0.0,53.0,0,1
Retail services,East Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,50,1,1,0,0,0,1,100,0,0,4,2,1,43,2,1,0,0,1,0,0,1,1,100,603000.0,95,0,5,0,100,0,0,0,30,70,0,0,0,0,1,1,0,Local,1.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,100,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0.0,0,0,1,3,1,6,7,4,5,9,2,8,7,4,3,7,6,2,4,5,1,0,1,1,3,7,6,2,4,5,1,11,14,13,9,4,5,15,10,8,7,12,3,6,1,2,120000,12000,1.0,0.0,4.0,0,0
Retail services,North Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,15,20,0,47,2,1,0,0,0,0,0,0,1,95,1700000.0,100,0,0,0,100,0,0,3,90,10,0,0,0,1,1,1,1,Local,5500.0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,55,40,0,5,0,1,0,0,0,0,0,1,4,0,1,0,0.0,0,0,1,6,4,3,1,2,7,8,9,5,6,6,1,4,3,5,2,7,6,0,1,1,1,4,3,5,2,7,6,6,12,3,11,2,7,15,13,5,9,14,4,10,1,8,295000,9500,26.0,0.0,5.0,0,0
Retail services,West Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,60,1,2,0,0,0,1,100,0,1,2,25,0,56,1,1,1,0,0,1,0,0,1,100,0.0,97,0,3,0,60,40,0,0,0,100,0,0,0,0,0,0,0,National,0.0,0,0,0,0,0,0,0.0,1,0,0,0,1,1,100,0,0,0,0,0,1,1,1,0,0,1,4,0,1,0,0.0,0,0,1,5,8,1,7,3,4,6,2,9,21,19,2,4,7,5,3,1,6,5,0,1,2,4,7,5,3,1,6,1,8,14,13,3,4,6,2,12,11,5,9,15,10,7,0,0,0.0,0.0,85.0,1,0
Retail services,North Netherlands,Small,0,Partnership,100,1,1,0,0,0,1,100,0,1,1,41,0,63,1,1,0,0,0,0,0,0,1,100,667000.0,100,0,0,0,100,0,0,0,60,40,0,0,0,0,0,0,0,Local,5.0,0,0,0,0,0,0,0.0,1,100,100,0,1,0,100,0,0,0,0,0,1,1,1,0,0,1,2,0,1,0,0.0,0,0,1,3,2,8,9,5,7,6,1,4,4,4,3,2,4,5,1,7,6,2,0,1,3,2,4,5,1,7,6,8,15,11,9,5,7,12,10,4,3,14,13,6,1,2,105000,12000,18.0,0.0,101.0,0,0
